review_id,license_number,chinese_name,english_name,dosage_form_raw,route_raw,review_type,reason,recommended_action,source_id,verified_at,review_reason,use_text_type,name_features,derived_preparation_type,decision,dosage_form_group,preparation_type,resolution_rule_id,confidence,official_evidence,resolved_at
review_02669,衛署藥製字第020879號,哈樂寧滴劑,"HALOLIUM DROPS ""ROYAL""",滴劑,,inclusion,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Check official TFDA route/form before formal inclusion.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",blank,generic_liquid_name,ready_to_use,unresolved,,,MR-C01,low,"TFDA dosage form=滴劑; approved use=; names=哈樂寧滴劑 HALOLIUM DROPS ""ROYAL"".",2026-07-14T17:31:47+08:00
review_02676,衛署藥製字第022473號,"""派頓""派滴兒點眼液","PATEAR EYE LOTIONS ""PATRON""",點眼液劑,,inclusion,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Check official TFDA route/form before formal inclusion.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",blank,generic_liquid_name,ready_to_use,auto_exclude,,,MR-B01,high,"TFDA dosage form=點眼液劑; approved use=; names=""派頓""派滴兒點眼液 PATEAR EYE LOTIONS ""PATRON"".",2026-07-14T17:31:47+08:00
review_02736,衛署藥製字第037079號,克熱痛懸浮液100毫克/毫升(乙醯胺酚),DE-FEVER SUSPENSION 100MG/ML (ACETAMINOPHEN),內服懸液劑,發燒或需要時服用，若症狀持續，則每4~6小時可重複服用，每24小時內不可超過4次。成人每次5~10ml，12歲以上適用成人劑量；6歲以上未滿12歲，每次2.5~5ml；3歲以上未滿6歲，每次1.25~2.5ml；3歲以下之嬰幼兒，請洽醫師診治，不宜自行使用。初次劑量應使用最小建議劑量，再視症狀增減用量。,inclusion,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Check official TFDA route/form before formal inclusion.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",explicit_oral_use,generic_liquid_name,ready_to_use,auto_include,oral_suspension,ready_to_use,MR-A01,high,TFDA dosage form=內服懸液劑; approved use=發燒或需要時服用，若症狀持續，則每4~6小時可重複服用，每24小時內不可超過4次。成人每次5~10ml，12歲以上適用成人劑量；6歲以上未滿12歲，每次2.5~5ml；3歲以上未滿6歲，每次1.25~2.5ml；3歲以下之嬰幼兒，請洽醫師診治，不宜自行使用。初次劑量應使用最小建議劑量，再視症狀增減用量。; names=克熱痛懸浮液100毫克/毫升(乙醯胺酚) DE-FEVER SUSPENSION 100MG/ML (ACETAMINOPHEN).,2026-07-14T17:31:47+08:00
review_02755,衛署藥製字第041234號,"""正和"" 依不炎懸浮液２０公絲/公撮（異布洛芬）","IBUFEN SUSPENSION 20MG/ML ""C.H."" (IBUPROFEN)",懸液劑,詳如仿單,inclusion,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Check official TFDA route/form before formal inclusion.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",leaflet_reference_only,generic_liquid_name,ready_to_use,unresolved,,,MR-C01,low,"TFDA dosage form=懸液劑; approved use=詳如仿單; names=""正和"" 依不炎懸浮液２０公絲/公撮（異布洛芬） IBUFEN SUSPENSION 20MG/ML ""C.H."" (IBUPROFEN).",2026-07-14T17:31:47+08:00
review_02765,衛署藥製字第041371號,甕鼻寧點鼻液,ANPYL SOLUTION,點鼻液劑,,inclusion,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Check official TFDA route/form before formal inclusion.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",blank,generic_liquid_name,ready_to_use,auto_exclude,,,MR-B01,high,TFDA dosage form=點鼻液劑; approved use=; names=甕鼻寧點鼻液 ANPYL SOLUTION.,2026-07-14T17:31:47+08:00
review_02766,衛署藥製字第041385號,吉安克懸液用顆粒２００公絲/公克（喜黴素）,THIANCOL GRANULES FOR ORAL SUSPENSION 200MG/GM(THIAMPHENICOL),懸液用顆粒劑,,inclusion,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Check official TFDA route/form before formal inclusion.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",blank,explicit_oral_liquid_name;generic_liquid_name,requires_reconstitution,auto_include,granules_for_oral_suspension,requires_reconstitution,MR-A03,high,TFDA dosage form=懸液用顆粒劑; approved use=; names=吉安克懸液用顆粒２００公絲/公克（喜黴素） THIANCOL GRANULES FOR ORAL SUSPENSION 200MG/GM(THIAMPHENICOL).,2026-07-14T17:31:47+08:00
review_02770,衛署藥製字第048815號,沛骨力加強型口服溶液用粉劑,Pacoline Powder for Oral Solution,溶液用粉劑,每天服用一包(溶於一杯水)，與餐併服用較佳。治療期間：3個月。每隔二個月可重覆一次療程。依師藥師要寄生指示藥品。,inclusion,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Check official TFDA route/form before formal inclusion.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",explicit_oral_use,explicit_oral_liquid_name;generic_liquid_name,requires_reconstitution,auto_include,powder_for_oral_solution,requires_reconstitution,MR-A03,high,TFDA dosage form=溶液用粉劑; approved use=每天服用一包(溶於一杯水)，與餐併服用較佳。治療期間：3個月。每隔二個月可重覆一次療程。依師藥師要寄生指示藥品。; names=沛骨力加強型口服溶液用粉劑 Pacoline Powder for Oral Solution.,2026-07-14T17:31:47+08:00
review_02783,衛署藥製字第048907號,"""黃氏"" 妙舒安液","Epirenin Solution ""H.S.""",液劑,詳見仿單。,inclusion,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Check official TFDA route/form before formal inclusion.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",other_official_text,generic_liquid_name,ready_to_use,unresolved,,,MR-C01,low,"TFDA dosage form=液劑; approved use=詳見仿單。; names=""黃氏"" 妙舒安液 Epirenin Solution ""H.S."".",2026-07-14T17:31:47+08:00
review_02788,衛署藥製字第048937號,“晟德”舒坦胃懸乳液 100 毫克/毫升 (斯克拉非),Sucralfate Oral Suspension 100mg/ml (sucralfate)“Center”,懸液劑,一日四次，每次10ml，空腹時使用(飯前半小時服用)。,inclusion,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Check official TFDA route/form before formal inclusion.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",explicit_oral_use,explicit_oral_liquid_name;generic_liquid_name,ready_to_use,auto_include,oral_suspension,ready_to_use,MR-A02,high,TFDA dosage form=懸液劑; approved use=一日四次，每次10ml，空腹時使用(飯前半小時服用)。; names=“晟德”舒坦胃懸乳液 100 毫克/毫升 (斯克拉非) Sucralfate Oral Suspension 100mg/ml (sucralfate)“Center”.,2026-07-14T17:31:47+08:00
review_02792,衛署藥製字第048965號,寧舒通點眼液 0.005%,Sitromin Eye Drops 0.005%,點眼液劑,一次2~3滴，一日四次點眼。,inclusion,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Check official TFDA route/form before formal inclusion.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",other_official_text,generic_liquid_name,ready_to_use,auto_exclude,,,MR-B01,high,TFDA dosage form=點眼液劑; approved use=一次2~3滴，一日四次點眼。; names=寧舒通點眼液 0.005% Sitromin Eye Drops 0.005%.,2026-07-14T17:31:47+08:00
review_02796,衛署藥製字第048999號,寧舒通點眼液 0.01%,Sitromin Eye Drops 0.01%,點眼液劑,詳如仿單。,inclusion,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Check official TFDA route/form before formal inclusion.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",other_official_text,generic_liquid_name,ready_to_use,auto_exclude,,,MR-B01,high,TFDA dosage form=點眼液劑; approved use=詳如仿單。; names=寧舒通點眼液 0.01% Sitromin Eye Drops 0.01%.,2026-07-14T17:31:47+08:00
review_02800,衛署藥製字第049016號,舒視平點眼液 0.125%,Kintropine Eye Drops 0.125%,點眼液劑,A.本藥現由醫師使用。B.用於睫狀肌麻痺性折射(屈光)時：局部用於結膜，一天1~2次，每次1滴。(1)嬰兒(大至1歲)：使用濃度：0.125%，或由醫師指示使用。(2)小孩(1至5歲)：使用濃度：0.25%，或由醫師指示使用。(3)小孩(5歲和大於5歲，且是藍虹膜者)：使用濃度：0.25%，或由醫師指示使用。(4)小孩(5歲和大於5歲，且是暗虹膜者)：使用濃度：0.5%或1%，或醫師指示使用。C.用於葡萄膜炎，局部用到結膜，使用濃度：0.125%至1%，一天1~3次，每次1滴。D.用於手術後瞳孔放大時：局部用到結膜，使用濃度：0.5%或1%，一天1~3次或由醫師決定，每次1滴。,inclusion,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Check official TFDA route/form before formal inclusion.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",other_official_text,generic_liquid_name,ready_to_use,auto_exclude,,,MR-B01,high,TFDA dosage form=點眼液劑; approved use=A.本藥現由醫師使用。B.用於睫狀肌麻痺性折射(屈光)時：局部用於結膜，一天1~2次，每次1滴。(1)嬰兒(大至1歲)：使用濃度：0.125%，或由醫師指示使用。(2)小孩(1至5歲)：使用濃度：0.25%，或由醫師指示使用。(3)小孩(5歲和大於5歲，且是藍虹膜者)：使用濃度：0.25%，或由醫師指示使用。(4)小孩(5歲和大於5歲，且是暗虹膜者)：使用濃度：0.5%或1%，或醫師指示使用。C.用於葡萄膜炎，局部用到結膜，使用濃度：0.125%至1%，一天1~3次，每次1滴。D.用於手術後瞳孔放大時：局部用到結膜，使用濃度：0.5%或1%，一天1~3次或由醫師決定，每次1滴。; names=舒視平點眼液 0.125% Kintropine Eye Drops 0.125%.,2026-07-14T17:31:47+08:00
review_02803,衛署藥製字第049891號,益適順液,Laxus Liquid,液劑,如仿單,inclusion,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Check official TFDA route/form before formal inclusion.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",other_official_text,generic_liquid_name,ready_to_use,unresolved,,,MR-C01,low,TFDA dosage form=液劑; approved use=如仿單; names=益適順液 Laxus Liquid.,2026-07-14T17:31:47+08:00
review_02832,衛署藥輸字第022929號,嘉胃斯康懸浮液,"GAVISCON PEPPERMINT LIQUID RELIEF, ORAL SUSPENSION",懸液劑,,inclusion,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Check official TFDA route/form before formal inclusion.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",blank,explicit_oral_liquid_name;generic_liquid_name,ready_to_use,auto_include,oral_suspension,ready_to_use,MR-A02,high,"TFDA dosage form=懸液劑; approved use=; names=嘉胃斯康懸浮液 GAVISCON PEPPERMINT LIQUID RELIEF, ORAL SUSPENSION.",2026-07-14T17:31:47+08:00
review_02833,衛署藥輸字第022931號,諾快寧　口服懸液用粉劑 312.5毫克/ 5毫升,CURAM POWDER FOR ORAL SUSPENSION 312.5MG/5ML,懸液用粉劑,,inclusion,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Check official TFDA route/form before formal inclusion.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",blank,explicit_oral_liquid_name;generic_liquid_name,requires_reconstitution,auto_include,powder_for_oral_suspension,requires_reconstitution,MR-A03,high,TFDA dosage form=懸液用粉劑; approved use=; names=諾快寧　口服懸液用粉劑 312.5毫克/ 5毫升 CURAM POWDER FOR ORAL SUSPENSION 312.5MG/5ML.,2026-07-14T17:31:47+08:00
review_02834,衛署藥輸字第022934號,愛舒壓點眼懸液劑,"AZOPT 10MG/ML EYE DROPS,SUSPENSION",點眼懸液劑,,inclusion,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Check official TFDA route/form before formal inclusion.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",blank,generic_liquid_name,ready_to_use,auto_exclude,,,MR-B01,high,"TFDA dosage form=點眼懸液劑; approved use=; names=愛舒壓點眼懸液劑 AZOPT 10MG/ML EYE DROPS,SUSPENSION.",2026-07-14T17:31:47+08:00
review_02840,衛署藥輸字第023214號,新鮮視點眼液,FRESH-EYE OA EYE LOTION,點眼液劑,,inclusion,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Check official TFDA route/form before formal inclusion.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",blank,generic_liquid_name,ready_to_use,auto_exclude,,,MR-B01,high,TFDA dosage form=點眼液劑; approved use=; names=新鮮視點眼液 FRESH-EYE OA EYE LOTION.,2026-07-14T17:31:47+08:00
review_02844,衛署藥輸字第023228號,"""愛特淚""單劑量眼用滴劑0.32% Ｗ/Ｖ",ARTELAC SINGLE DOSE UNIT EYE DROPS,點眼液劑,,inclusion,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Check official TFDA route/form before formal inclusion.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",blank,generic_liquid_name,ready_to_use,auto_exclude,,,MR-B01,high,"TFDA dosage form=點眼液劑; approved use=; names=""愛特淚""單劑量眼用滴劑0.32% Ｗ/Ｖ ARTELAC SINGLE DOSE UNIT EYE DROPS.",2026-07-14T17:31:47+08:00
review_02855,衛署藥輸字第025187號,“佐藤”視樂優點眼液,NOARL UV,點眼液劑,一天3至6次，每次1至2滴。,inclusion,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Check official TFDA route/form before formal inclusion.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",other_official_text,generic_liquid_name,ready_to_use,auto_exclude,,,MR-B01,high,TFDA dosage form=點眼液劑; approved use=一天3至6次，每次1至2滴。; names=“佐藤”視樂優點眼液 NOARL UV.,2026-07-14T17:31:47+08:00
review_02892,衛部藥製字第059007號,"""信東""膚皙安靜脈輸注液200毫克/毫升",Fusean Concentrated Solution for Infusion 200mg/ml,靜脈輸注液,請詳見仿單,inclusion,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Check official TFDA route/form before formal inclusion.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",leaflet_reference_only,generic_liquid_name,ready_to_use,auto_exclude,,,MR-B01,high,"TFDA dosage form=靜脈輸注液; approved use=請詳見仿單; names=""信東""膚皙安靜脈輸注液200毫克/毫升 Fusean Concentrated Solution for Infusion 200mg/ml.",2026-07-14T17:31:47+08:00
review_02897,衛部藥製字第059031號,美健生口服懸液劑40毫克/毫升,Giga Oral Suspension 40mg/ml,懸液劑,請詳閱說明書,inclusion,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Check official TFDA route/form before formal inclusion.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",other_official_text,explicit_oral_liquid_name;generic_liquid_name,ready_to_use,auto_include,oral_suspension,ready_to_use,MR-A02,high,TFDA dosage form=懸液劑; approved use=請詳閱說明書; names=美健生口服懸液劑40毫克/毫升 Giga Oral Suspension 40mg/ml.,2026-07-14T17:31:47+08:00
review_02899,衛部藥製字第059038號,"""晟德""舒得康懸液劑","Simethicone Oral Suspension ""CENTER""",懸液劑,請詳如仿單,inclusion,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Check official TFDA route/form before formal inclusion.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",other_official_text,explicit_oral_liquid_name;generic_liquid_name,ready_to_use,auto_include,oral_suspension,ready_to_use,MR-A02,high,"TFDA dosage form=懸液劑; approved use=請詳如仿單; names=""晟德""舒得康懸液劑 Simethicone Oral Suspension ""CENTER"".",2026-07-14T17:31:47+08:00
review_02909,衛部藥製字第059080號,固達敏靜脈輸注液,Gutamin IV Infusion,靜脈輸注液,請詳閱說明書,inclusion,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Check official TFDA route/form before formal inclusion.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",other_official_text,generic_liquid_name,ready_to_use,auto_exclude,,,MR-B01,high,TFDA dosage form=靜脈輸注液; approved use=請詳閱說明書; names=固達敏靜脈輸注液 Gutamin IV Infusion.,2026-07-14T17:31:47+08:00
review_02918,衛部藥輸字第028001號,多骨立加強型口服溶液用粉劑,Dona 1500mg Powder for Oral Solution,溶液用粉劑,請詳見仿單,inclusion,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Check official TFDA route/form before formal inclusion.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",leaflet_reference_only,explicit_oral_liquid_name;generic_liquid_name,requires_reconstitution,auto_include,powder_for_oral_solution,requires_reconstitution,MR-A03,high,TFDA dosage form=溶液用粉劑; approved use=請詳見仿單; names=多骨立加強型口服溶液用粉劑 Dona 1500mg Powder for Oral Solution.,2026-07-14T17:31:47+08:00
review_02920,衛部藥輸字第028021號,舒腹達易口服懸液(焦糖可可口味),SMECTAGO oral suspension,懸液劑,詳見仿單,inclusion,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Check official TFDA route/form before formal inclusion.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",leaflet_reference_only,explicit_oral_liquid_name;generic_liquid_name,ready_to_use,auto_include,oral_suspension,ready_to_use,MR-A02,high,TFDA dosage form=懸液劑; approved use=詳見仿單; names=舒腹達易口服懸液(焦糖可可口味) SMECTAGO oral suspension.,2026-07-14T17:31:47+08:00
review_02942,衛署藥製字第025185號,“榮民”安胃乳懸浮液,ALUGEL SUSPENSION,懸液劑,1天3次，或需要時服用。成人每次10g(1包)，12歲以上適用成人劑量；6歲以上未滿12歲，每次5g(1/2包)。單次劑量(10g)之酸中和能力為15.3mEq。,inclusion,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Check official TFDA route/form before formal inclusion.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",explicit_oral_use,generic_liquid_name,ready_to_use,auto_include,oral_suspension,ready_to_use,MR-A02,high,TFDA dosage form=懸液劑; approved use=1天3次，或需要時服用。成人每次10g(1包)，12歲以上適用成人劑量；6歲以上未滿12歲，每次5g(1/2包)。單次劑量(10g)之酸中和能力為15.3mEq。; names=“榮民”安胃乳懸浮液 ALUGEL SUSPENSION.,2026-07-14T17:31:47+08:00
review_02961,衛署藥製字第026629號,"""優良""優克黴素口服懸液用粉劑２５０毫克/５毫升（西華卓西）",UCEFA FOR ORAL SUSPENSION 250MG/5ML (CEFADROXIL),懸液用粉劑,,inclusion,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Check official TFDA route/form before formal inclusion.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",blank,explicit_oral_liquid_name;generic_liquid_name,requires_reconstitution,auto_include,powder_for_oral_suspension,requires_reconstitution,MR-A03,high,"TFDA dosage form=懸液用粉劑; approved use=; names=""優良""優克黴素口服懸液用粉劑２５０毫克/５毫升（西華卓西） UCEFA FOR ORAL SUSPENSION 250MG/5ML (CEFADROXIL).",2026-07-14T17:31:47+08:00
review_02982,衛署藥製字第033975號,傷風寧液,SAN FONG LEN SOLUTION,液劑,一日4次。成人每次10ml，12歲以上，適用成人劑量。,inclusion,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Check official TFDA route/form before formal inclusion.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",volume_dosing_without_route_word,generic_liquid_name,ready_to_use,unresolved,,,MR-C01,low,TFDA dosage form=液劑; approved use=一日4次。成人每次10ml，12歲以上，適用成人劑量。; names=傷風寧液 SAN FONG LEN SOLUTION.,2026-07-14T17:31:47+08:00
review_02983,衛署藥製字第033980號,漁人感冒液,FISHERMAN CATCHCOLD SOLUTION,液劑,,inclusion,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Check official TFDA route/form before formal inclusion.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",blank,generic_liquid_name,ready_to_use,unresolved,,,MR-C01,low,TFDA dosage form=液劑; approved use=; names=漁人感冒液 FISHERMAN CATCHCOLD SOLUTION.,2026-07-14T17:31:47+08:00
review_02987,衛署藥製字第033998號,鎂福內服液,MAGVAC ORAL SOLUTION,液劑,,inclusion,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Check official TFDA route/form before formal inclusion.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",blank,explicit_oral_liquid_name;generic_liquid_name,ready_to_use,auto_include,oral_solution,ready_to_use,MR-A02,high,TFDA dosage form=液劑; approved use=; names=鎂福內服液 MAGVAC ORAL SOLUTION.,2026-07-14T17:31:47+08:00
review_02989,衛署藥製字第034011號,"""杏輝""怡視點眼液","LENSPURE EYE DROPS ""SINPHAR""",點眼液劑,,inclusion,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Check official TFDA route/form before formal inclusion.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",blank,generic_liquid_name,ready_to_use,auto_exclude,,,MR-B01,high,"TFDA dosage form=點眼液劑; approved use=; names=""杏輝""怡視點眼液 LENSPURE EYE DROPS ""SINPHAR"".",2026-07-14T17:31:47+08:00
review_03010,衛署藥製字第046991號,麥格斯口服懸液劑 40 毫克/毫升,MEGEST ORAL SUSPENSION 40MG/ML,懸液劑,成人起始建議劑量為400~800 mg/天。,inclusion,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Check official TFDA route/form before formal inclusion.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",other_official_text,explicit_oral_liquid_name;generic_liquid_name,ready_to_use,auto_include,oral_suspension,ready_to_use,MR-A02,high,TFDA dosage form=懸液劑; approved use=成人起始建議劑量為400~800 mg/天。; names=麥格斯口服懸液劑 40 毫克/毫升 MEGEST ORAL SUSPENSION 40MG/ML.,2026-07-14T17:31:47+08:00
review_03051,衛署藥製字第048483號,"""黃氏"" 服炎液劑","Fuene Solution ""H.S.""",液劑,詳如仿單,inclusion,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Check official TFDA route/form before formal inclusion.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",leaflet_reference_only,generic_liquid_name,ready_to_use,unresolved,,,MR-C01,low,"TFDA dosage form=液劑; approved use=詳如仿單; names=""黃氏"" 服炎液劑 Fuene Solution ""H.S."".",2026-07-14T17:31:47+08:00
review_03084,衛署藥製字第057836號,台大醫用二氧化碳,TAIDA Medical Liquid Carbon Dioxide,醫用氣體(液態),請詳見仿單,inclusion,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Check official TFDA route/form before formal inclusion.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",leaflet_reference_only,generic_liquid_name,ready_to_use,auto_exclude,,,MR-B01,high,TFDA dosage form=醫用氣體(液態); approved use=請詳見仿單; names=台大醫用二氧化碳 TAIDA Medical Liquid Carbon Dioxide.,2026-07-14T17:31:47+08:00
review_03104,衛署藥輸字第024925號,塗樂氟 牙科用懸液劑,Duraphat Dental Suspension,牙科用懸液劑,"本品由牙醫師使用。使用本品前，應先刮除過量的牙菌斑，並吹乾牙齒。以刷子、探針或拭綿將本品薄層地塗抹於最敏感的齒列上。單次使用建議劑量：乳牙：可高達0.25ml (=2.65 mg Fluoride), 混合齒列：可高達0.40ml (=9.04 mg Fluoride), 恆齒：可高達0.75ml (=16.95 mg Fluoride)。對齲齒的預防，通常每6個月重複使用，但亦可較頻繁地(每3個月)使用。對過敏性牙齒，於數天內塗抹2或3次。患者於使用本品後4小時內，勿刷牙或咀嚼食物。",inclusion,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Check official TFDA route/form before formal inclusion.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",volume_dosing_without_route_word,generic_liquid_name,ready_to_use,auto_exclude,,,MR-B01,high,"TFDA dosage form=牙科用懸液劑; approved use=本品由牙醫師使用。使用本品前，應先刮除過量的牙菌斑，並吹乾牙齒。以刷子、探針或拭綿將本品薄層地塗抹於最敏感的齒列上。單次使用建議劑量：乳牙：可高達0.25ml (=2.65 mg Fluoride), 混合齒列：可高達0.40ml (=9.04 mg Fluoride), 恆齒：可高達0.75ml (=16.95 mg Fluoride)。對齲齒的預防，通常每6個月重複使用，但亦可較頻繁地(每3個月)使用。對過敏性牙齒，於數天內塗抹2或3次。患者於使用本品後4小時內，勿刷牙或咀嚼食物。; names=塗樂氟 牙科用懸液劑 Duraphat Dental Suspension.",2026-07-14T17:31:47+08:00
