product_id,license_number,license_year,chinese_name,english_name,dosage_form_raw,dosage_form_normalized,route_raw,route_normalized,application_site,action_scope,suppository_inclusion_evidence,indication_raw,indication_normalized,therapeutic_class,license_status,license_expiry_date,applicant,manufacturer,source_id,verified_at,processing_status
supp_0057,衛署藥製字第032937號,1990,"""華興""待可芬栓劑25公絲(待克菲那)","DICLOFEN SUPPOSITORY 25MG (DICLOFENAC) ""H.S.""",栓劑,rectal_suppository,"成人: 建議起始劑量為每日100-150mg。症狀較輕或長期治療時, 每日投與75-100mg即足夠。每日總劑量應分2-3次使用。為避免夜間疼痛及早晨僵硬症狀, 日間以錠劑治療外, 可於睡前補充一粒栓劑(至每日最大劑量150mg)。
兒童: 一歲以上的孩童視病情的嚴重度給予每天0.5-2mg/Kg體重, 分2-3次使用。幼年型風濕性關節炎的治療可提高至3mg/Kg體重分次使用。
栓劑50mg及75mg不建議使用於孩童。",rectal,rectal,systemic,"TFDA dosage form=栓劑; approved use=成人: 建議起始劑量為每日100-150mg。症狀較輕或長期治療時, 每日投與75-100mg即足夠。每日總劑量應分2-3次使用。為避免夜間疼痛及早晨僵硬症狀, 日間以錠劑治療外, 可於睡前補充一粒栓劑(至每日最大劑量150mg)。
兒童: 一歲以上的孩童視病情的嚴重度給予每天0.5-2mg/Kg體重, 分2-3次使用。幼年型風濕性關節炎的治療可提高至3mg/Kg體重分次使用。
栓劑50mg及75mg不建議使用於孩童。; product names=""華興""待可芬栓劑25公絲(待克菲那) / DICLOFEN SUPPOSITORY 25MG (DICLOFENAC) ""H.S."". Inclusion determined from dosage form and route/name signals, not indication alone.",緩解發炎及因發炎反應引起之疼痛。,緩解發炎及因發炎反應引起之疼痛。,anti_inflammatory_systemic,active,2030/08/23,華興化學製藥廠股份有限公司,大豐製藥股份有限公司,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
supp_0058,衛署藥製字第039303號,1995,“國嘉”冬培力栓劑３０毫克,"DOMPERID SUPPOSITORIES 30MG (DOMPERIDONE) ""KOJAR""",栓劑,rectal_suppository,"小兒：一天2-3次直腸投予，三歲以上一次30mg，三歲以下一次10mg，可視年齡、體重、症狀適宜增減。
大人：一天2-4次，一次30-60mg。",rectal,rectal,unclear,"TFDA dosage form=栓劑; approved use=小兒：一天2-3次直腸投予，三歲以上一次30mg，三歲以下一次10mg，可視年齡、體重、症狀適宜增減。
大人：一天2-4次，一次30-60mg。; product names=“國嘉”冬培力栓劑３０毫克 / DOMPERID SUPPOSITORIES 30MG (DOMPERIDONE) ""KOJAR"". Inclusion determined from dosage form and route/name signals, not indication alone.",無法口服情況下，用於噁心、嘔吐的症狀治療，糖尿病引起的胃腸蠕動異常？,無法口服情況下，用於噁心、嘔吐的症狀治療，糖尿病引起的胃腸蠕動異常？,other_rectal,active,2030/09/16,國嘉製藥工業股份有限公司幼獅三廠,國嘉製藥工業股份有限公司幼獅三廠,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
supp_0059,衛署藥製字第039350號,1995,達克芬栓劑２５毫克,"DICLOFEN SUPPOSITORIES 25MG (DICLOFENAC) ""KOJAR""",栓劑,rectal_suppository,"成人：建議起始劑量為每日100-150mg。症狀較輕或長期治療時，每日投予75mg-100mg即足夠。每日總劑量應分2-3次使用。為避免夜間疼痛及早晨僵硬症狀，日間以錠劑治療外，可於睡前補充一粒栓劑（至每日最大劑量150mg）。
兒童：一歲以上的孩童視病情的嚴重度給予每天0.5-2mg/kg體重，分2-3次使用。幼年型風濕性關節炎的治療可提高至3mg/kg體重分次使用。
栓劑50mg及75mg不建議使用於孩童。",rectal,rectal,systemic,"TFDA dosage form=栓劑; approved use=成人：建議起始劑量為每日100-150mg。症狀較輕或長期治療時，每日投予75mg-100mg即足夠。每日總劑量應分2-3次使用。為避免夜間疼痛及早晨僵硬症狀，日間以錠劑治療外，可於睡前補充一粒栓劑（至每日最大劑量150mg）。
兒童：一歲以上的孩童視病情的嚴重度給予每天0.5-2mg/kg體重，分2-3次使用。幼年型風濕性關節炎的治療可提高至3mg/kg體重分次使用。
栓劑50mg及75mg不建議使用於孩童。; product names=達克芬栓劑２５毫克 / DICLOFEN SUPPOSITORIES 25MG (DICLOFENAC) ""KOJAR"". Inclusion determined from dosage form and route/name signals, not indication alone.",緩解發炎及因發炎反應引起之疼痛。,緩解發炎及因發炎反應引起之疼痛。,anti_inflammatory_systemic,active,2030/09/30,國嘉製藥工業股份有限公司幼獅三廠,國嘉製藥工業股份有限公司幼獅三廠,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
supp_0060,衛署藥製字第039351號,1995,"""國嘉"" 達克芬栓劑12.5毫克（待克菲那）","DICLOFEN SUPPOSITORIES 12.5MG (DICLOFENAC) ""KOJAR""",栓劑,rectal_suppository,"成人：建議起始劑量為每日100-150mg。症狀較輕或長期治療時，每日投予75-100mg即足夠。每日總劑量應分2-3次使用。為避免夜間疼痛及早晨僵硬症狀，日間以錠劑治療外，可於睡前補充一粒栓劑(至每日最大劑量150mg)。
兒童：一歲以上的孩童視病情的嚴重度給予每天0.5-2mg/kg體重，分2-3次使用。幼年型風濕性關節炎的治療可提高至3mg/kg體重分次使用。
栓劑50mg及75mg不建議使用於孩童。",rectal,rectal,systemic,"TFDA dosage form=栓劑; approved use=成人：建議起始劑量為每日100-150mg。症狀較輕或長期治療時，每日投予75-100mg即足夠。每日總劑量應分2-3次使用。為避免夜間疼痛及早晨僵硬症狀，日間以錠劑治療外，可於睡前補充一粒栓劑(至每日最大劑量150mg)。
兒童：一歲以上的孩童視病情的嚴重度給予每天0.5-2mg/kg體重，分2-3次使用。幼年型風濕性關節炎的治療可提高至3mg/kg體重分次使用。
栓劑50mg及75mg不建議使用於孩童。; product names=""國嘉"" 達克芬栓劑12.5毫克（待克菲那） / DICLOFEN SUPPOSITORIES 12.5MG (DICLOFENAC) ""KOJAR"". Inclusion determined from dosage form and route/name signals, not indication alone.",緩解發炎及因發炎反應引起之疼痛。,緩解發炎及因發炎反應引起之疼痛。,anti_inflammatory_systemic,active,2030/09/30,國嘉製藥工業股份有限公司幼獅三廠,國嘉製藥工業股份有限公司幼獅三廠,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
supp_0061,衛署藥製字第047280號,2005,潔諾速陰道錠500毫克,GYNOX VAGINAL TABLETS 500MG,陰道錠,vaginal_tablet,詳見仿單,intravaginal,vaginal,local,"TFDA dosage form=陰道錠; approved use=詳見仿單; product names=潔諾速陰道錠500毫克 / GYNOX VAGINAL TABLETS 500MG. Inclusion determined from dosage form and route/name signals, not indication alone.",由黴菌多(數念珠球菌毛滴蟲屬)所引起之白帶、陰道炎。,由黴菌多(數念珠球菌毛滴蟲屬)所引起之白帶、陰道炎。,antifungal,active,2030/05/23,明則實業有限公司,旭能醫藥生技股份有限公司,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
supp_0062,衛署藥製字第047550號,2005,雅伯痔栓劑,EBODYL Suppositories,栓劑,rectal_suppository,每天2-3次，每次一個，於排便後塞入。症狀消除後，可改為每天一個栓劑。,rectal,rectal,local,"TFDA dosage form=栓劑; approved use=每天2-3次，每次一個，於排便後塞入。症狀消除後，可改為每天一個栓劑。; product names=雅伯痔栓劑 / EBODYL Suppositories. Inclusion determined from dosage form and route/name signals, not indication alone.",痔瘡及肛門直腸裂隙和破裂所引起之疼痛、出血、搔癢及發炎。,痔瘡及肛門直腸裂隙和破裂所引起之疼痛、出血、搔癢及發炎。,hemorrhoid; local_anesthetic,active,2030/10/03,明德製藥股份有限公司,明德製藥股份有限公司,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
supp_0063,衛署藥輸字第022737號,2024,頗得斯安栓劑,PENTASA SUPPOSITORIES 1G,栓劑,rectal_suppository,,rectal,rectal,unclear,"TFDA dosage form=栓劑; approved use=; product names=頗得斯安栓劑 / PENTASA SUPPOSITORIES 1G. Inclusion determined from dosage form and route/name signals, not indication alone.",輕度至中度潰瘍性直腸炎。,輕度至中度潰瘍性直腸炎。,other_rectal,active,2030/01/11,輝凌藥品股份有限公司,FERRING INTERNATIONAL CENTER S.A.,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
supp_0064,衛部藥輸字第027702號,2019,服密淨陰道錠,Fluomizin Vaginal Tablets,陰道錠,vaginal_tablet,詳見仿單,intravaginal,vaginal,local,"TFDA dosage form=陰道錠; approved use=詳見仿單; product names=服密淨陰道錠 / Fluomizin Vaginal Tablets. Inclusion determined from dosage form and route/name signals, not indication alone.",細菌性陰道感染。,細菌性陰道感染。,antibacterial; antiseptic; combination,active,2029/07/15,台灣大昌華嘉股份有限公司,ROTTENDORF PHARMA GMBH,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
supp_0065,衛部藥輸字第027921號,2020,瑪克淨陰道錠200毫克,"""Remedica"" Mycoril Vaginal Tablets 200mg",陰道錠,vaginal_tablet,請詳見仿單,intravaginal,vaginal,local,"TFDA dosage form=陰道錠; approved use=請詳見仿單; product names=瑪克淨陰道錠200毫克 / ""Remedica"" Mycoril Vaginal Tablets 200mg. Inclusion determined from dosage form and route/name signals, not indication alone.",使用於曾由醫師診斷為黴菌(多數為念珠菌)感染所引起陰道炎之復發治療。,使用於曾由醫師診斷為黴菌(多數為念珠菌)感染所引起陰道炎之復發治療。,antifungal,active,2025/07/17,富彰行貿易有限公司,REMEDICA LTD.,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
supp_0066,衛部藥輸字第027951號,2020,護妳淨陰道錠100毫克,"""Remedica"" Mycoril Vaginal Tablets 100mg",陰道錠,vaginal_tablet,請詳見仿單,intravaginal,vaginal,local,"TFDA dosage form=陰道錠; approved use=請詳見仿單; product names=護妳淨陰道錠100毫克 / ""Remedica"" Mycoril Vaginal Tablets 100mg. Inclusion determined from dosage form and route/name signals, not indication alone.",使用於曾由醫師診斷為黴菌(多數為念珠菌)感染所引起陰道炎之復發治療。,使用於曾由醫師診斷為黴菌(多數為念珠菌)感染所引起陰道炎之復發治療。,antifungal,active,2025/08/26,富彰行貿易有限公司,REMEDICA LTD.,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
supp_0067,衛部藥輸字第028470號,2023,希可捷陰道栓劑400毫克,CYCLOGEST 400mg PESSARIES,陰道栓劑,vaginal_suppository,詳見中文仿單,intravaginal,vaginal,local,"TFDA dosage form=陰道栓劑; approved use=詳見中文仿單; product names=希可捷陰道栓劑400毫克 / CYCLOGEST 400mg PESSARIES. Inclusion determined from dosage form and route/name signals, not indication alone.",作為對不孕女性進行輔助生殖技術治療的一部分，用於黃體功能的補充,作為對不孕女性進行輔助生殖技術治療的一部分，用於黃體功能的補充,hormone,active,2028/06/06,裕利股份有限公司,ACCORD-UK LIMITED,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
supp_0068,衛部藥輸字第028495號,2023,阿腸克栓劑1公克,Asacol 1g suppositories,栓劑,rectal_suppository,詳見仿單,rectal,rectal,unclear,"TFDA dosage form=栓劑; approved use=詳見仿單; product names=阿腸克栓劑1公克 / Asacol 1g suppositories. Inclusion determined from dosage form and route/name signals, not indication alone.",輕度至中度潰瘍性直腸炎,輕度至中度潰瘍性直腸炎,other_rectal,active,2028/06/28,科懋生物科技股份有限公司,TILLOTTS PHARMACEUTICAL AG,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
supp_0069,衛署藥製字第035051號,1992,〝華興〞吐平栓劑10 毫克(多普利杜),"DOMPE SUPPOSITORIES 10MG (DOMPERIDONE) ""H.S.""",栓劑,rectal_suppository,1.「成人」及「12歲以上體重大於35kg之青少年」：1次10-30mg，每日最多2次。 2.「12歲以下兒童」及「12歲以上體重小於35kg之青少年」：1次10mg/kg，每日最多3次。,rectal,rectal,unclear,"TFDA dosage form=栓劑; approved use=1.「成人」及「12歲以上體重大於35kg之青少年」：1次10-30mg，每日最多2次。 2.「12歲以下兒童」及「12歲以上體重小於35kg之青少年」：1次10mg/kg，每日最多3次。; product names=〝華興〞吐平栓劑10 毫克(多普利杜) / DOMPE SUPPOSITORIES 10MG (DOMPERIDONE) ""H.S."". Inclusion determined from dosage form and route/name signals, not indication alone.",無法口服情況下，用於噁心、嘔吐的症狀治療，糖尿病引起的胃腸蠕動異常。,無法口服情況下，用於噁心、嘔吐的症狀治療，糖尿病引起的胃腸蠕動異常。,other_rectal,active,2027/03/27,華興化學製藥廠股份有限公司,大豐製藥股份有限公司,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
supp_0070,衛署藥製字第035088號,1992,"""中國化學"" 威鎮栓劑１２．５公絲(待克菲那)","VETIN SUPPOSITORIES 12.5MG (DICLOFENAC) ""C.C.P.C.""",栓劑,rectal_suppository,"為降低不良反應之風險，應使用最低有效劑量，並作為期最短之治療。
成人：每日最大劑量不建議大於100 mg。症狀較輕或長期治療時，每日投予75-100 mg即足夠。每日總劑量應分2-3次使用。為避免夜間疼痛及早晨僵硬症狀，日間以錠劑治療外，可於睡前補充一粒栓劑。
兒童：一歲以上的孩童視病情的嚴重度給予每天0.5-2 mg/kg體重，分2-3次使用。幼年型風濕性關節炎的治療可提高至3 mg/kg體重分次使用。
栓劑50 mg及75 mg不建議使用於孩童。",rectal,rectal,systemic,"TFDA dosage form=栓劑; approved use=為降低不良反應之風險，應使用最低有效劑量，並作為期最短之治療。
成人：每日最大劑量不建議大於100 mg。症狀較輕或長期治療時，每日投予75-100 mg即足夠。每日總劑量應分2-3次使用。為避免夜間疼痛及早晨僵硬症狀，日間以錠劑治療外，可於睡前補充一粒栓劑。
兒童：一歲以上的孩童視病情的嚴重度給予每天0.5-2 mg/kg體重，分2-3次使用。幼年型風濕性關節炎的治療可提高至3 mg/kg體重分次使用。
栓劑50 mg及75 mg不建議使用於孩童。; product names=""中國化學"" 威鎮栓劑１２．５公絲(待克菲那) / VETIN SUPPOSITORIES 12.5MG (DICLOFENAC) ""C.C.P.C."". Inclusion determined from dosage form and route/name signals, not indication alone.",緩解發炎及因發炎反應引起之疼痛,緩解發炎及因發炎反應引起之疼痛,anti_inflammatory_systemic,active,2027/04/10,中國化學製藥股份有限公司新豐工廠,中國化學製藥股份有限公司新豐工廠,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
supp_0071,衛署藥製字第035169號,1992,〝瑞安〞袪黴陰道錠100毫克（克催瑪汝）,"CAMAZOLE VAGINAL TABLET 100MG (CLOTRIMAZOLE) ""PURZER""",陰道錠,vaginal_tablet,,intravaginal,vaginal,local,"TFDA dosage form=陰道錠; approved use=; product names=〝瑞安〞袪黴陰道錠100毫克（克催瑪汝） / CAMAZOLE VAGINAL TABLET 100MG (CLOTRIMAZOLE) ""PURZER"". Inclusion determined from dosage form and route/name signals, not indication alone.",治療陰道念珠菌及滴蟲所引起之陰道感染。,治療陰道念珠菌及滴蟲所引起之陰道感染。,antifungal,active,2027/04/23,瑞安大藥廠股份有限公司,優良化學製藥股份有限公司,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
supp_0072,衛部藥輸字第028169號,2021,理冒伯樂小兒用栓劑125毫克,Fucole PORO Suppositories 125mg,栓劑,rectal_suppository,請詳見仿單,rectal,rectal,systemic,"TFDA dosage form=栓劑; approved use=請詳見仿單; product names=理冒伯樂小兒用栓劑125毫克 / Fucole PORO Suppositories 125mg. Inclusion determined from dosage form and route/name signals, not indication alone.",退燒、止痛（緩解頭痛、牙痛、咽喉痛、關節痛、神經痛、肌肉酸痛、月經痛）。,退燒、止痛（緩解頭痛、牙痛、咽喉痛、關節痛、神經痛、肌肉酸痛、月經痛）。,antipyretic_analgesic,active,2026/09/27,永信藥品工業股份有限公司,Y.S.P. INDUSTRIES (M) SDN. BHD.,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
supp_0073,衛部藥輸字第028205號,2021,茵若颯陰道栓劑,INTRAROSA Pessary,栓劑,vaginal_suppository,詳見仿單,intravaginal,vaginal,unclear,"TFDA dosage form=栓劑; approved use=詳見仿單; product names=茵若颯陰道栓劑 / INTRAROSA Pessary. Inclusion determined from dosage form and route/name signals, not indication alone.",適用於治療停經後之外陰陰道萎縮。,適用於治療停經後之外陰陰道萎縮。,other_vaginal,active,2026/12/27,台灣李氏藥業有限公司,MSH PHARMA INC.,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
supp_0074,衛署藥製字第029726號,1987,克路淨栓劑,"CHLOTIN VAGINAL SUPPOSITORIES ""YUNG SHIN""",栓劑,vaginal_suppository,,intravaginal,vaginal,unclear,"TFDA dosage form=栓劑; approved use=; product names=克路淨栓劑 / CHLOTIN VAGINAL SUPPOSITORIES ""YUNG SHIN"". Inclusion determined from dosage form and route/name signals, not indication alone.",急慢性陰道炎、由陰道滴蟲引起之陰道炎、子宮頸管炎其他各種原因引起之白帶,急慢性陰道炎、由陰道滴蟲引起之陰道炎、子宮頸管炎其他各種原因引起之白帶,other_vaginal,active,2028/05/25,永信藥品工業股份有限公司,永信藥品工業股份有限公司台中幼獅廠,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
supp_0075,衛署藥製字第029755號,1987,益康娜陰道栓劑１５０毫克（亦可那挫）,EKONA VAGINAL SUP. (ECONAZOLE),陰道栓劑,vaginal_suppository,,intravaginal,vaginal,local,"TFDA dosage form=陰道栓劑; approved use=; product names=益康娜陰道栓劑１５０毫克（亦可那挫） / EKONA VAGINAL SUP. (ECONAZOLE). Inclusion determined from dosage form and route/name signals, not indication alone.",陰道黴菌感染,陰道黴菌感染,antifungal,active,2029/06/04,明德製藥股份有限公司,明德製藥股份有限公司,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
supp_0076,衛署藥製字第036863號,1993,吐福栓劑１０毫克（多普利杜）,DOMPER SUPPOSITORIES 10MG (DOMPERIDONE),栓劑,rectal_suppository,1.「成人」及「12歲以上體重大於35kg之青少年」：1次10-30mg，每日最多2次。 2.「12歲以下兒童」及「12歲以上體重小於35kg之青少年」：1次10mg，每日最多3次。,rectal,rectal,unclear,"TFDA dosage form=栓劑; approved use=1.「成人」及「12歲以上體重大於35kg之青少年」：1次10-30mg，每日最多2次。 2.「12歲以下兒童」及「12歲以上體重小於35kg之青少年」：1次10mg，每日最多3次。; product names=吐福栓劑１０毫克（多普利杜） / DOMPER SUPPOSITORIES 10MG (DOMPERIDONE). Inclusion determined from dosage form and route/name signals, not indication alone.",無法口服情況下，用於噁心、嘔吐的症狀治療，糖尿病引起的胃腸蠕動異常。,無法口服情況下，用於噁心、嘔吐的症狀治療，糖尿病引起的胃腸蠕動異常。,other_rectal,active,2028/10/22,永信藥品工業股份有限公司,永信藥品工業股份有限公司台中幼獅廠,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
supp_0077,衛署藥製字第022526號,2003,阿斯美栓劑,"ASMETHOL SUPPOSITORIES ""C.C.P.""",栓劑,rectal_suppository,,rectal,rectal,unclear,"TFDA dosage form=栓劑; approved use=; product names=阿斯美栓劑 / ASMETHOL SUPPOSITORIES ""C.C.P."". Inclusion determined from dosage form and route/name signals, not indication alone.",鎮咳、袪痰（由氣喘、支氣管炎、感冒等引起之咳嗽及喀痰）,鎮咳、袪痰（由氣喘、支氣管炎、感冒等引起之咳嗽及喀痰）,other_rectal,active,2028/11/25,中國化學製藥股份有限公司新豐工廠,中國化學製藥股份有限公司新豐工廠,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
supp_0078,衛署藥製字第022767號,1981,"""瑞士"" 達膚寧膣錠（邁可那挫）","DAFRIN VAGINAL TABLETS ""SWISS""(MICONAZOLE)",錠劑,vaginal_suppository,,intravaginal,vaginal,local,"TFDA dosage form=錠劑; approved use=; product names=""瑞士"" 達膚寧膣錠（邁可那挫） / DAFRIN VAGINAL TABLETS ""SWISS""(MICONAZOLE). Inclusion determined from dosage form and route/name signals, not indication alone.",念球菌感染之婦女陰道疾患、以及併有革蘭氏陽性菌感染之陰道炎,念球菌感染之婦女陰道疾患、以及併有革蘭氏陽性菌感染之陰道炎,antifungal,active,2028/05/25,瑞士藥廠股份有限公司,瑞士藥廠股份有限公司新市廠,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
supp_0079,衛署藥製字第025682號,1982,剋黴栓劑１５０毫克（亦可那挫）,"ECONAZOLE NITRATE SUPPOSITORIES 150MG ""YUNG SHIN""",栓劑,rectal_suppository,,rectal,rectal,unclear,"TFDA dosage form=栓劑; approved use=; product names=剋黴栓劑１５０毫克（亦可那挫） / ECONAZOLE NITRATE SUPPOSITORIES 150MG ""YUNG SHIN"". Inclusion determined from dosage form and route/name signals, not indication alone.",念珠菌性女陰陰道炎及併有革蘭氏陽性細菌感染之婦女陰道炎。,念珠菌性女陰陰道炎及併有革蘭氏陽性細菌感染之婦女陰道炎。,other_rectal,active,2028/06/23,永信藥品工業股份有限公司,永信藥品工業股份有限公司台中幼獅廠,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
supp_0080,衛署藥製字第025967號,1982,惠皮安陰道栓劑１５０公絲（亦可那挫）,PHEPIX VAGINAL SUPPOSITORY 150MG (ECONAZOLE),栓劑,vaginal_suppository,,intravaginal,vaginal,local,"TFDA dosage form=栓劑; approved use=; product names=惠皮安陰道栓劑１５０公絲（亦可那挫） / PHEPIX VAGINAL SUPPOSITORY 150MG (ECONAZOLE). Inclusion determined from dosage form and route/name signals, not indication alone.",由黴菌及伴有革蘭氏陽性菌所引起之陰道感染症,由黴菌及伴有革蘭氏陽性菌所引起之陰道感染症,antifungal,active,2028/08/03,中國化學製藥股份有限公司新豐工廠,中國化學製藥股份有限公司新豐工廠,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
supp_0081,衛署藥製字第037005號,1993,"""華興""愛樂信栓劑125公絲(紅絲菌素)","EROCIN SUPPOSITORIES 125MG (ERYTHROMYCIN) ""H.S.""",栓劑,rectal_suppository,,rectal,rectal,unclear,"TFDA dosage form=栓劑; approved use=; product names=""華興""愛樂信栓劑125公絲(紅絲菌素) / EROCIN SUPPOSITORIES 125MG (ERYTHROMYCIN) ""H.S."". Inclusion determined from dosage form and route/name signals, not indication alone.",葡萄球菌、鏈球菌、肺炎雙球菌、腦膜炎球菌及其他具有感受性細菌引起之感染症。,葡萄球菌、鏈球菌、肺炎雙球菌、腦膜炎球菌及其他具有感受性細菌引起之感染症。,other_rectal,active,2028/12/07,華興化學製藥廠股份有限公司,大豐製藥股份有限公司,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
supp_0082,衛署藥輸字第023012號,2000,汝樂淨　陰道錠,MYCORIL 100 VAGINAL TABLETS,陰道錠,vaginal_tablet,,intravaginal,vaginal,local,"TFDA dosage form=陰道錠; approved use=; product names=汝樂淨　陰道錠 / MYCORIL 100 VAGINAL TABLETS. Inclusion determined from dosage form and route/name signals, not indication alone.",使用於曾由醫師診斷為黴菌(多數為念珠菌)感染所引起陰道炎之復發治療。,使用於曾由醫師診斷為黴菌(多數為念珠菌)感染所引起陰道炎之復發治療。,antifungal,active,2025/10/05,富富企業股份有限公司,REMEDICA LTD. MANUFACTURERS OF PHARMACEUTICALS,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
supp_0083,衛部藥製字第059001號,2016,黴可治陰道錠100毫克,Mikizol Vaginal Tablets 100mg,陰道錠,vaginal_tablet,請詳閱說明書,intravaginal,vaginal,local,"TFDA dosage form=陰道錠; approved use=請詳閱說明書; product names=黴可治陰道錠100毫克 / Mikizol Vaginal Tablets 100mg. Inclusion determined from dosage form and route/name signals, not indication alone.",治療陰道念珠菌和滴蟲所引起之陰道感染。,治療陰道念珠菌和滴蟲所引起之陰道感染。,antifungal,active,2026/11/30,強生化學製藥廠股份有限公司,強生化學製藥廠股份有限公司,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
supp_0084,衛部藥輸字第027968號,2020,婦汝淨陰道錠200毫克,Mycoril 200mg Vaginal Tablets,陰道錠,vaginal_tablet,請詳見仿單,intravaginal,vaginal,local,"TFDA dosage form=陰道錠; approved use=請詳見仿單; product names=婦汝淨陰道錠200毫克 / Mycoril 200mg Vaginal Tablets. Inclusion determined from dosage form and route/name signals, not indication alone.",治療念珠菌屬、陰道滴蟲屬、串狀釀母菌屬及細菌混合感染引起的陰道炎、白帶。,治療念珠菌屬、陰道滴蟲屬、串狀釀母菌屬及細菌混合感染引起的陰道炎、白帶。,antifungal,active,2025/09/26,富富企業股份有限公司,REMEDICA LTD.,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
supp_0085,衛署藥製字第024730號,1982,"""約克""婦可淨膣錠１００毫克","FUCODINE VAGINAL TABLETS 100MG ""Y.K.""",陰道錠,vaginal_tablet,,intravaginal,vaginal,local,"TFDA dosage form=陰道錠; approved use=; product names=""約克""婦可淨膣錠１００毫克 / FUCODINE VAGINAL TABLETS 100MG ""Y.K."". Inclusion determined from dosage form and route/name signals, not indication alone.",黴菌所引起之膣炎、及其所併發之白帶、外陰膣炎,黴菌所引起之膣炎、及其所併發之白帶、外陰膣炎,antifungal,active,2029/05/25,約克製藥股份有限公司,約克製藥股份有限公司,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
supp_0086,衛署藥製字第024864號,1982,鎮定栓劑１２５毫克,TINTEN SUPPOSITORIES 125MG,栓劑,rectal_suppository,發燒或需要時服用，若症狀持續，則每4~6小時可重複使用，每24小時內不可超過4次。3歲以上未滿6歲，每次1~2顆。3歲以下之嬰幼兒，請洽醫師診治，不宜自行使用。初次應使用最小建議劑量，再視症狀增減用量。栓劑不得剝半使用。,rectal,rectal,systemic,"TFDA dosage form=栓劑; approved use=發燒或需要時服用，若症狀持續，則每4~6小時可重複使用，每24小時內不可超過4次。3歲以上未滿6歲，每次1~2顆。3歲以下之嬰幼兒，請洽醫師診治，不宜自行使用。初次應使用最小建議劑量，再視症狀增減用量。栓劑不得剝半使用。; product names=鎮定栓劑１２５毫克 / TINTEN SUPPOSITORIES 125MG. Inclusion determined from dosage form and route/name signals, not indication alone.",退燒、止痛（緩解頭痛、牙痛、咽喉痛、關節痛、神經痛、肌肉酸痛、月經痛）。,退燒、止痛（緩解頭痛、牙痛、咽喉痛、關節痛、神經痛、肌肉酸痛、月經痛）。,antipyretic_analgesic,active,2030/02/18,中國化學製藥股份有限公司新豐工廠,中國化學製藥股份有限公司新豐工廠,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
